Gene	Pattern	Frequency
G59	000000000000000000100	1
G75	000000000000100000010	1
G9	000000000000100100000	1
G66	000000000001000000000	1
G23	000000000001000000001	1
G94	000000000010000000000	1
G64	000000000100000000000	1
G50	000000001010010000000	1
G93	000000001100000000000	1
G78	000000110000000000000	1
G32	000001111111100000000	1
G65	000010000000000000010	1
G16	000100010000000000100	1
G79	001000000000000000000	1
G42	001000000011000000000	1
G72	011000000000000000000	1
G34	011000000101001000000	1
G83	011111111110110000100	1
G62	100000000000000000100	1
G91	100000000000000011111	1
G6	100000000000001011111	1
G43	100000000000001111111	1
G56	100010011110101111110	1
G1	100011111111111111100	1
G89	110000000000000000001	1
G97	110111111111001101111	1
G18	111000000000000011110	1
G81	111001000110110011000	1
G39	111011111111111111111	1
G53	111110000000000111111	1
G36	111111000000000000011	1
G19	111111000000001111111	1
G24	111111000011111111111	1
G20	111111100000000000111	1
G68	111111100000000111111	1
G7	111111111001111101111	1
G52	111111111010001011111	1
G49	111111111111011111111	1
G26	111111111111100000100	1
G13	111111111111101011111	1
G80	111111111111101111111	1
G40	111111111111111101111	1
G63	111111111111111111011	1
G29	000000000000000000001	2
G55	000000000000000000001	2
G14	000000000000000000010	2
G74	000000000000000000010	2
G45	000000000000000100000	2
G92	000000000000000100000	2
G96	000000000000010000000	2
G100	000000000000010000000	2
G37	000000000000100000000	2
G38	000000000000100000000	2
G10	000000010000000000000	2
G28	000000010000000000000	2
G4	000001000000000000000	2
G8	000001000000000000000	2
G76	000100000000000000000	2
G99	000100000000000000000	2
G2	011111111111000000000	2
G90	011111111111000000000	2
G33	011111111111111111111	2
G51	011111111111111111111	2
G57	100000000001111111111	2
G60	100000000001111111111	2
G3	111101111111111111111	2
G41	111101111111111111111	2
G70	111111110111111111111	2
G77	111111110111111111111	2
G5	111111111011111111111	2
G31	111111111011111111111	2
G11	111111111111111011111	2
G22	111111111111111011111	2
G25	000000000000000010000	3
G46	000000000000000010000	3
G86	000000000000000010000	3
G44	000000000000001000000	3
G87	000000000000001000000	3
G88	000000000000001000000	3
G17	000000001000000000000	3
G35	000000001000000000000	3
G71	000000001000000000000	3
G85	011111111110000000000	3
G95	011111111110000000000	3
G98	011111111110000000000	3
G27	100000000000000000000	3
G47	100000000000000000000	3
G48	100000000000000000000	3
G21	101111111111111111111	3
G30	101111111111111111111	3
G73	101111111111111111111	3
G15	111111111110111111111	4
G54	111111111110111111111	4
G58	111111111110111111111	4
G61	111111111110111111111	4
G12	000010000000000000000	5
G67	000010000000000000000	5
G69	000010000000000000000	5
G82	000010000000000000000	5
G84	000010000000000000000	5
