Gene	Pattern	Frequency
G25	000000000000000111111	1
G24	000000000000001111111	1
G55	000000001101010110101	1
G100	000000010011111100000	1
G56	000000010100100110000	1
G33	000000011111101000000	1
G49	000000101000000000000	1
G37	000000111111111110000	1
G45	000001000110001101001	1
G11	000001100010000001111	1
G32	000001111111110000000	1
G82	000010000000000000000	1
G1	000010011101111000000	1
G10	000010011101111100100	1
G28	000010110101111000001	1
G94	000010111111100000000	1
G78	000011111111000000000	1
G17	000011111111000000010	1
G40	000011111111100000100	1
G30	000011111111110000000	1
G16	000100011010001000100	1
G76	000100101000000010000	1
G38	000101000011100000000	1
G3	000101110101110110110	1
G74	000111001100000111111	1
G69	000111010010010011101	1
G80	000111110000000110110	1
G35	000111111111000000000	1
G42	001000000011000000000	1
G73	001111001110000111110	1
G4	001111111110000000000	1
G93	001111111111100000000	1
G70	010000010001111001111	1
G50	010000011111111110000	1
G71	010011001001111101111	1
G66	010100010001010011101	1
G65	010111001000000100010	1
G34	011000001101001000000	1
G9	011001000011110101100	1
G96	011011000100011000000	1
G51	011110000000101010111	1
G84	011110001101000010000	1
G15	011111001000000010111	1
G12	011111111110000000100	1
G83	011111111110110000100	1
G91	100000000000000111111	1
G44	100000000000011100111	1
G43	100000000000011111111	1
G14	100000000001111101111	1
G47	100000001000000000000	1
G41	100000001011101010110	1
G7	100001001001111001101	1
G92	100001110101111101111	1
G59	100100000100010110110	1
G21	100100010100001001001	1
G75	101000010000111001111	1
G39	101000011000111110111	1
G22	101001111110111000001	1
G58	101010111100011110011	1
G46	101100011111100111011	1
G5	101101111010011001001	1
G48	101110001010000000000	1
G67	101110010000100010010	1
G79	101110010101010111110	1
G89	110000000000000000111	1
G86	110000000000111011111	1
G6	110000000001111111111	1
G64	110000010100001110100	1
G81	110001000110010000000	1
G77	110001100001100010000	1
G97	110101101011000000011	1
G18	111000000000000011110	1
G29	111000000000111111111	1
G87	111000000001111111111	1
G61	111000100000101111011	1
G23	111000100111110111101	1
G27	111010000000011111111	1
G72	111011100000011011011	1
G36	111101000000000000011	1
G31	111101100001011111100	1
G99	111101110110000000110	1
G62	111110000000000111110	1
G53	111110000000000111111	1
G19	111110000000001111111	1
G63	111110011001001111011	1
G68	111111000000000011111	1
G20	111111100000000001111	1
G52	111111101010000011111	1
G54	111111110000001111111	1
G13	111111111101101001100	1
G8	111111111110000000001	1
G26	111111111111100000100	1
G57	100000000001111111111	3
G60	100000000001111111111	3
G88	100000000001111111111	3
G2	011111111110000000000	5
G85	011111111110000000000	5
G90	011111111110000000000	5
G95	011111111110000000000	5
G98	011111111110000000000	5
