Gene	Pattern	Frequency
G7	000000000001000000000	1
G78	000000000001110110000	1
G22	000000000010011001100	1
G25	000000001010101011110	1
G35	000000001110000000000	1
G64	000000001111110000000	1
G1	000000010111111111111	1
G94	000000100010000000000	1
G24	000000101111111110001	1
G85	000000110110000000000	1
G4	000000111011011111111	1
G90	000000111111111100100	1
G38	000000111111111111000	1
G40	000000111111111111111	1
G60	000001000000101111011	1
G44	000001101000101011001	1
G80	000001110011000000000	1
G21	000001110111111000010	1
G37	000001111111111100000	1
G16	000001111111111111000	1
G88	000011111111100100101	1
G17	000011111111110000001	1
G48	000011111111111000000	1
G34	000011111111111100000	1
G96	000111010001100000001	1
G77	000111011111010010011	1
G32	000111111111000000000	1
G13	000111111111100000000	1
G87	000111111111110100000	1
G3	001000011011101100000	1
G42	001000100110010100100	1
G45	001100101101110011110	1
G57	001110011011110110010	1
G30	001111110000000000000	1
G27	001111110000011111111	1
G86	001111111110100000000	1
G58	011001011101111111111	1
G76	011101000101010011001	1
G52	011111010110001000000	1
G6	011111100100000000000	1
G15	011111101110000110101	1
G72	011111111111000000000	1
G55	011111111111110000000	1
G14	011111111111110000010	1
G62	100000000000000000000	1
G9	100000000000111111111	1
G23	100000000001010000000	1
G29	100000000001111111111	1
G97	100000000100000011101	1
G31	100000001110000000000	1
G93	100010000010000010000	1
G74	100101100001011111111	1
G79	101001111100100010001	1
G95	101010000010110000000	1
G41	101010101011000011010	1
G98	101101000000011000011	1
G47	101110101000111100100	1
G54	110000000000111111111	1
G50	110000000001111101101	1
G46	110010011111100000000	1
G65	110011111111011001011	1
G82	110110000000010000000	1
G61	110111100000011100100	1
G56	111000000000000001111	1
G69	111000000001111111111	1
G51	111001000000001111011	1
G83	111010001111110001011	1
G84	111010011000110011110	1
G73	111011110010100000001	1
G92	111011111100111001111	1
G68	111100000000000111111	1
G71	111100000000110101011	1
G10	111100000000111111111	1
G49	111100001000000011000	1
G59	111100110101011011000	1
G70	111101111011101010000	1
G36	111110000000000000111	1
G26	111110000000000011111	1
G66	111110000001111101111	1
G39	111110111010010100111	1
G63	111111000101001010100	1
G81	111111100001011111010	1
G89	111111110000000000000	1
G28	111111110000000001111	1
G5	111111111100010100010	1
G20	111111111110000000000	1
G33	000011111111110000000	2
G100	000011111111110000000	2
G11	111000000000011111111	2
G53	111000000000011111111	2
G67	111110000000011111111	2
G99	111110000000011111111	2
G18	111111000000000000000	2
G91	111111000000000000000	2
G2	011111111110000000000	3
G8	011111111110000000000	3
G75	011111111110000000000	3
G12	111100000000011111111	3
G19	111100000000011111111	3
G43	111100000000011111111	3
