Gene	Pattern	Frequency
G66	000000000000000000010	1
G92	000000000000000000101	1
G63	000000000000000101100	1
G57	000000000000001000001	1
G1	000000000000011000000	1
G82	000000000000101000000	1
G10	000000000100000000000	1
G44	000000000100000001000	1
G73	000000001000000000000	1
G33	000000001111110000000	1
G90	000000010000000000000	1
G60	000000010000011100100	1
G37	000000111111111111000	1
G31	000001000000000000000	1
G40	000001011111111000000	1
G47	000001101010000010010	1
G85	000001111011111111111	1
G32	000010000000000000000	1
G71	000010000000000000010	1
G36	000010000000000000011	1
G23	000010000000000100000	1
G58	001000000000000000000	1
G48	001111111111000000101	1
G30	001111111111110000000	1
G3	011110101111101111111	1
G95	011111111110000000000	1
G26	011111111111100001000	1
G81	011111111111111111111	1
G5	100000000001111111111	1
G27	100000010000000000000	1
G2	100001100000000010000	1
G18	101111100000000000111	1
G93	110000000000000000100	1
G76	110010100101000100001	1
G55	111011111111111110011	1
G41	111011111111111111111	1
G21	111101111111111111111	1
G14	111110000000000011111	1
G51	111110000000011111111	1
G46	111111000000001111111	1
G52	111111011111111111111	1
G91	111111100010111111111	1
G65	111111101111111110111	1
G22	111111101111111111111	1
G19	111111110000111111111	1
G77	111111111100101101111	1
G68	111111111110001111111	1
G54	111111111110111111111	1
G20	111111111111000001111	1
G62	111111111111011111111	1
G97	111111111111111111110	1
G4	000000000000000100000	2
G79	000000000000000100000	2
G43	000000000000010000000	2
G74	000000000000010000000	2
G12	000000100000000000000	2
G16	000000100000000000000	2
G42	000100000000000000000	2
G94	000100000000000000000	2
G84	010000000000000000000	2
G89	010000000000000000000	2
G50	101111111111111111111	2
G88	101111111111111111111	2
G15	111100000000001111111	2
G39	111100000000001111111	2
G56	111111110111111111111	2
G72	111111110111111111111	2
G67	111111111111111011111	2
G86	111111111111111011111	2
G25	000000000000000000001	3
G64	000000000000000000001	3
G75	000000000000000000001	3
G49	000000000000000001000	3
G80	000000000000000001000	3
G83	000000000000000001000	3
G59	000000000000001000000	3
G78	000000000000001000000	3
G96	000000000000001000000	3
G11	000000000000100000000	3
G34	000000000000100000000	3
G99	000000000000100000000	3
G7	111111111111110111111	3
G61	111111111111110111111	3
G70	111111111111110111111	3
G9	111111111111111110111	3
G69	111111111111111110111	3
G100	111111111111111110111	3
G13	000000000000000000100	4
G24	000000000000000000100	4
G29	000000000000000000100	4
G35	000000000000000000100	4
G6	100000000000000000000	4
G8	100000000000000000000	4
G45	100000000000000000000	4
G53	100000000000000000000	4
G17	000000000010000000000	5
G28	000000000010000000000	5
G38	000000000010000000000	5
G87	000000000010000000000	5
G98	000000000010000000000	5
